N,Song1,Song2,Algo,Embedding,Perc
0,thehappywhistler,sanfranciscobrewingad,BIRCH,300,0.0
1,thehappywhistler,sanfranciscobrewingad,BIRCH,100,1.45
2,thehappywhistler,sanfranciscobrewingad,BIRCH,200,4.35
3,thehappywhistler,sanfranciscobrewingad,BIRCH,50,0.0
4,thehappywhistler,sanfranciscobrewingad,BIRCH,150,0.0
