N,Song1,Song2,Algo,Embedding,Perc
0,dirlada,loopdilove,BIRCH,300,98.55
1,dirlada,loopdilove,BIRCH,100,98.55
2,dirlada,loopdilove,BIRCH,200,5.8
3,dirlada,loopdilove,BIRCH,50,98.55
4,dirlada,loopdilove,BIRCH,150,5.8
