N,Song1,Song2,Algo,Embedding,Perc
0,evangelimann,mitternachtstango,BIRCH,300,2.9
1,evangelimann,mitternachtstango,BIRCH,100,1.45
2,evangelimann,mitternachtstango,BIRCH,200,18.84
3,evangelimann,mitternachtstango,BIRCH,50,10.14
4,evangelimann,mitternachtstango,BIRCH,150,1.45
