N,Song1,Song2,Algo,Embedding,Perc
0,jeanniemichele,themeatimetolove,BIRCH,300,4.35
1,jeanniemichele,themeatimetolove,BIRCH,100,5.8
2,jeanniemichele,themeatimetolove,BIRCH,200,17.39
3,jeanniemichele,themeatimetolove,BIRCH,50,1.45
4,jeanniemichele,themeatimetolove,BIRCH,150,13.04
