N,Song1,Song2,Algo,Embedding,Perc
0,mizpahshalom,shalom,BIRCH,300,2.9
1,mizpahshalom,shalom,BIRCH,100,2.9
2,mizpahshalom,shalom,BIRCH,200,1.45
3,mizpahshalom,shalom,BIRCH,50,21.74
4,mizpahshalom,shalom,BIRCH,150,11.59
