N,Song1,Song2,Algo,Embedding,Perc
0,thehappywhistler,sanfranciscobrewingad,Agglomerative,300,1.45
1,thehappywhistler,sanfranciscobrewingad,Agglomerative,100,1.45
2,thehappywhistler,sanfranciscobrewingad,Agglomerative,200,5.8
3,thehappywhistler,sanfranciscobrewingad,Agglomerative,50,0.0
4,thehappywhistler,sanfranciscobrewingad,Agglomerative,150,2.9
