N,Song1,Song2,Algo,Embedding,Perc
0,hessofine,mysweetlord,Agglomerative,300,4.35
1,hessofine,mysweetlord,Agglomerative,100,10.14
2,hessofine,mysweetlord,Agglomerative,200,14.49
3,hessofine,mysweetlord,Agglomerative,50,0.0
4,hessofine,mysweetlord,Agglomerative,150,17.39
