N,Song1,Song2,Algo,Embedding,Perc
0,es,hey,Agglomerative,300,1.45
1,es,hey,Agglomerative,100,1.45
2,es,hey,Agglomerative,200,84.06
3,es,hey,Agglomerative,50,14.49
4,es,hey,Agglomerative,150,1.45
