N,Song1,Song2,Algo,Embedding,Perc
0,jeanniemichele,themeatimetolove,Agglomerative,300,2.9
1,jeanniemichele,themeatimetolove,Agglomerative,100,0.0
2,jeanniemichele,themeatimetolove,Agglomerative,200,0.0
3,jeanniemichele,themeatimetolove,Agglomerative,50,4.35
4,jeanniemichele,themeatimetolove,Agglomerative,150,30.43
