N,Song1,Song2,Algo,Embedding,Perc
0,shepherd,beginthebeguine,GaussianMM,300,8.7
1,shepherd,beginthebeguine,GaussianMM,100,0.0
2,shepherd,beginthebeguine,GaussianMM,200,15.94
3,shepherd,beginthebeguine,GaussianMM,50,0.0
4,shepherd,beginthebeguine,GaussianMM,150,2.9
