N,Song1,Song2,Algo,Embedding,Perc
0,dirlada,loopdilove,GaussianMM,300,2.9
1,dirlada,loopdilove,GaussianMM,100,4.35
2,dirlada,loopdilove,GaussianMM,200,0.0
3,dirlada,loopdilove,GaussianMM,50,2.9
4,dirlada,loopdilove,GaussianMM,150,5.8
