N,Song1,Song2,Algo,Embedding,Perc
0,sognonostalgico,girlinthedark,GaussianMM,300,4.35
1,sognonostalgico,girlinthedark,GaussianMM,100,23.19
2,sognonostalgico,girlinthedark,GaussianMM,200,0.0
3,sognonostalgico,girlinthedark,GaussianMM,50,1.45
4,sognonostalgico,girlinthedark,GaussianMM,150,1.45
