N,Song1,Song2,Algo,Embedding,Perc
0,jeanniemichele,themeatimetolove,GaussianMM,300,2.9
1,jeanniemichele,themeatimetolove,GaussianMM,100,0.0
2,jeanniemichele,themeatimetolove,GaussianMM,200,0.0
3,jeanniemichele,themeatimetolove,GaussianMM,50,1.45
4,jeanniemichele,themeatimetolove,GaussianMM,150,8.7
