N,Song1,Song2,Algo,Embedding,Perc
0,mizpahshalom,shalom,GaussianMM,300,0.0
1,mizpahshalom,shalom,GaussianMM,100,0.0
2,mizpahshalom,shalom,GaussianMM,200,0.0
3,mizpahshalom,shalom,GaussianMM,50,0.0
4,mizpahshalom,shalom,GaussianMM,150,2.9
