N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,4,4
1,light_myLife,lady_divine_pt2,4,4
2,light_myLife,lady_divine_pt3,4,4
3,lady_love,word_warning,4,4
4,does_anybody,bali,4,4
5,spider,desert_song,4,4
6,chatterbox_carew,chatterbox_jerome,1,1
7,kansas,roses,1,1
8,sadness,youdbesonice,4,4
9,sognonostalgico,girlinthedark,4,4
10,dirlada,loopdilove,4,4
11,uncantoagalicia,bisschenfrieden,3,3
12,es,hey,0,0
13,tillyou,phantomoftheopera,4,4
14,gehtsparkasse,begood,5,5
15,heartbeat,getoveryou,2,2
16,gumtree,downunder,1,1
