N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,3,3
1,light_myLife,lady_divine_pt3,3,3
2,o_gladsome,o_light,3,3
3,lady_love,word_warning,3,3
4,does_anybody,bali,3,3
5,spider,desert_song,3,3
6,old_eli,someday_prince,3,3
7,chatterbox_carew,chatterbox_jerome,1,1
8,kansas,roses,1,1
9,sadness,youdbesonice,3,3
10,mojoworkout,gotmymojoworking,0,0
11,sognonostalgico,girlinthedark,3,3
12,daybyday,themetodayshow,3,3
13,dirlada,loopdilove,3,3
14,uncantoagalicia,bisschenfrieden,3,3
15,es,hey,0,0
16,tillyou,phantomoftheopera,3,3
17,whereareyounow,whereareyou,0,0
18,gehtsparkasse,begood,0,0
19,heartbeat,getoveryou,2,2
20,gumtree,downunder,1,1
21,reich,niveau,1,1
