N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,0,0
1,old_eli,someday_prince,0,0
2,prelude,dakota,0,0
3,vagyok,perhaps,0,0
4,shepherd,beginthebeguine,3,3
5,thehappywhistler,sanfranciscobrewingad,0,0
6,sognonostalgico,girlinthedark,3,3
7,daybyday,themetodayshow,0,0
8,dirlada,loopdilove,0,0
9,letitend,howdeepisyourlove,0,0
10,uncantoagalicia,bisschenfrieden,0,0
11,lifeisarock,menusong,1,1
12,ithinkaboutyou,ithinkaboutyoutwo,0,0
13,greengrassgrows,superstring,4,4
14,heartbeat,getoveryou,9,9
15,gumtree,downunder,0,0
16,blessees,janine,8,8
