N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,8,8
1,alla_rancho,el_rancho_anonymous,8,8
2,chatterbox_carew,chatterbox_jerome,8,8
3,kansas,roses,8,8
4,prelude,dakota,8,8
5,amothersprayer,myownsweet,1,1
6,motheranddad,nearyou,1,1
7,goodnight,whilewedream,0,0
8,rendezvous,idreamed,1,1
9,mizpahshalom,shalom,8,8
10,hessofine,mysweetlord,0,0
11,dirlada,loopdilove,9,9
12,ithinkaboutyou,ithinkaboutyoutwo,6,6
13,greengrassgrows,superstring,12,12
14,heartbeat,getoveryou,14,14
15,gumtree,downunder,8,8
16,blessees,janine,12,12
17,reich,niveau,5,5
