N,Song1,Song2,Cluster_1,Cluster_2
0,chatterbox_carew,chatterbox_jerome,2,2
1,kansas,roses,4,4
2,whisper_to_me,itallcomes,1,1
3,prelude,dakota,4,4
4,amothersprayer,myownsweet,3,3
5,twilightwaltz,calledlove,4,4
6,motheranddad,nearyou,3,3
7,rendezvous,idreamed,3,3
8,mizpahshalom,shalom,4,4
9,evangelimann,mitternachtstango,1,1
10,sognonostalgico,girlinthedark,4,4
11,hessofine,mysweetlord,2,2
12,dirlada,loopdilove,1,1
13,pourtoi,feelings,4,4
14,uncantoagalicia,bisschenfrieden,1,1
15,lifeisarock,menusong,3,3
16,tillyou,phantomoftheopera,1,1
17,ithinkaboutyou,ithinkaboutyoutwo,1,1
18,greengrassgrows,superstring,3,3
19,whereareyounow,whereareyou,1,1
20,heartbeat,getoveryou,3,3
21,gumtree,downunder,4,4
22,blessees,janine,0,0
23,reich,niveau,1,1
