N,Song1,Song2,Algo,Embedding,Perc
0,lifeisarock,menusong,MiniBatch100,300,60.87
1,lifeisarock,menusong,MiniBatch100,100,8.7
2,lifeisarock,menusong,MiniBatch100,200,1.45
3,lifeisarock,menusong,MiniBatch100,50,8.7
4,lifeisarock,menusong,MiniBatch100,150,0.0
