N,Song1,Song2,Algo,Embedding,Perc
0,sadness,youdbesonice,MiniBatch100,300,17.39
1,sadness,youdbesonice,MiniBatch100,100,14.49
2,sadness,youdbesonice,MiniBatch100,200,0.0
3,sadness,youdbesonice,MiniBatch100,50,0.0
4,sadness,youdbesonice,MiniBatch100,150,7.25
