N,Song1,Song2,Algo,Embedding,Perc
0,thehappywhistler,sanfranciscobrewingad,MiniBatch100,300,0.0
1,thehappywhistler,sanfranciscobrewingad,MiniBatch100,100,1.45
2,thehappywhistler,sanfranciscobrewingad,MiniBatch100,200,5.8
3,thehappywhistler,sanfranciscobrewingad,MiniBatch100,50,1.45
4,thehappywhistler,sanfranciscobrewingad,MiniBatch100,150,0.0
