N,Song1,Song2,Algo,Embedding,Perc
0,hessofine,mysweetlord,MiniBatch100,300,28.99
1,hessofine,mysweetlord,MiniBatch100,100,76.81
2,hessofine,mysweetlord,MiniBatch100,200,21.74
3,hessofine,mysweetlord,MiniBatch100,50,15.94
4,hessofine,mysweetlord,MiniBatch100,150,0.0
