N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt3,2,2
1,confessing,starlight,2,2
2,o_gladsome,o_light,3,3
3,lady_love,word_warning,3,3
4,whisper,wishing_song,3,3
5,kansas,roses,0,0
6,vagyok,perhaps,2,2
7,shepherd,beginthebeguine,3,3
8,goodnight,whilewedream,3,3
9,sognonostalgico,girlinthedark,2,2
10,jeanniemichele,themeatimetolove,2,2
11,dirlada,loopdilove,0,0
12,uncantoagalicia,bisschenfrieden,3,3
13,whereareyounow,whereareyou,0,0
14,heartbeat,getoveryou,1,1
15,gumtree,downunder,3,3
16,blessees,janine,3,3
