N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,light_myLife,lady_divine_pt3,0,0
3,whisper,wishing_song,1,1
4,spider,desert_song,1,1
5,chatterbox_carew,chatterbox_jerome,1,1
6,kansas,roses,2,2
7,thehappywhistler,sanfranciscobrewingad,1,1
8,muehlebachbeersmith,timeformuehlebach,1,1
9,goodnight,whilewedream,1,1
10,rendezvous,idreamed,1,1
11,hessofine,mysweetlord,1,1
12,dirlada,loopdilove,0,0
13,uncantoagalicia,bisschenfrieden,1,1
14,lifeisarock,menusong,0,0
15,es,hey,1,1
16,gehtsparkasse,begood,1,1
17,heartbeat,getoveryou,0,0
18,gumtree,downunder,1,1
19,reich,niveau,1,1
