N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,3,3
1,light_myLife,lady_divine_pt2,3,3
2,spider,desert_song,2,2
3,chatterbox_carew,chatterbox_jerome,4,4
4,thehappywhistler,sanfranciscobrewingad,4,4
5,muehlebachbeersmith,timeformuehlebach,1,1
6,goodnight,whilewedream,4,4
7,rendezvous,idreamed,4,4
8,hessofine,mysweetlord,4,4
9,uncantoagalicia,bisschenfrieden,1,1
10,lifeisarock,menusong,6,6
11,whereareyounow,whereareyou,1,1
12,gehtsparkasse,begood,1,1
13,heartbeat,getoveryou,3,3
