N,Song1,Song2,Algo,Embedding,Perc
0,ithinkaboutyou,ithinkaboutyoutwo,GaussianMM,300,0.0
1,ithinkaboutyou,ithinkaboutyoutwo,GaussianMM,100,0.0
2,ithinkaboutyou,ithinkaboutyoutwo,GaussianMM,200,2.9
3,ithinkaboutyou,ithinkaboutyoutwo,GaussianMM,50,0.0
4,ithinkaboutyou,ithinkaboutyoutwo,GaussianMM,150,0.0
