N,Song1,Song2,Algo,Embedding,Perc
0,spider,desert_song,GaussianMM,300,0.0
1,spider,desert_song,GaussianMM,100,47.83
2,spider,desert_song,GaussianMM,200,2.9
3,spider,desert_song,GaussianMM,50,15.94
4,spider,desert_song,GaussianMM,150,0.0
