N,Song1,Song2,Algo,Embedding,Perc
0,light_myLife,lady_divine_pt3,GaussianMM,300,8.7
1,light_myLife,lady_divine_pt3,GaussianMM,100,1.45
2,light_myLife,lady_divine_pt3,GaussianMM,200,23.19
3,light_myLife,lady_divine_pt3,GaussianMM,50,21.74
4,light_myLife,lady_divine_pt3,GaussianMM,150,2.9
