N,Song1,Song2,Algo,Embedding,Perc
0,daybyday,themetodayshow,GaussianMM,300,0.0
1,daybyday,themetodayshow,GaussianMM,100,1.45
2,daybyday,themetodayshow,GaussianMM,200,0.0
3,daybyday,themetodayshow,GaussianMM,50,1.45
4,daybyday,themetodayshow,GaussianMM,150,0.0
