N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,confessing,starlight,3,3
2,does_anybody,bali,1,1
3,old_eli,someday_prince,1,1
4,whisper_to_me,itallcomes,1,1
5,messiah,fence,2,2
6,shepherd,beginthebeguine,2,2
7,twilightwaltz,calledlove,3,3
8,muehlebachbeersmith,timeformuehlebach,1,1
9,mygodandi,mygodanditwo,3,3
10,hessofine,mysweetlord,1,1
11,pourtoi,feelings,1,1
12,ithinkaboutyou,ithinkaboutyoutwo,2,2
13,greengrassgrows,superstring,4,4
14,whereareyounow,whereareyou,1,1
15,gehtsparkasse,begood,3,3
16,heartbeat,getoveryou,5,5
17,blessees,janine,4,4
