N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,7,7
1,old_eli,someday_prince,7,7
2,whisper_to_me,itallcomes,7,7
3,shepherd,beginthebeguine,9,9
4,rendezvous,idreamed,7,7
5,mojoworkout,gotmymojoworking,7,7
6,sognonostalgico,girlinthedark,7,7
7,hessofine,mysweetlord,7,7
8,letitend,howdeepisyourlove,7,7
9,uncantoagalicia,bisschenfrieden,6,6
10,ithinkaboutyou,ithinkaboutyoutwo,9,9
11,greengrassgrows,superstring,5,5
12,gehtsparkasse,begood,11,11
13,heartbeat,getoveryou,10,10
14,blessees,janine,1,1
