N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt2,1,1
2,light_myLife,lady_divine_pt3,1,1
3,confessing,starlight,1,1
4,o_gladsome,o_light,1,1
5,whisper,wishing_song,1,1
6,does_anybody,bali,1,1
7,spider,desert_song,1,1
8,old_eli,someday_prince,1,1
9,alla_rancho,el_rancho_anonymous,1,1
10,chatterbox_carew,chatterbox_jerome,1,1
11,kansas,roses,1,1
12,whisper_to_me,itallcomes,1,1
13,kalamazoo_arnstein,kalamazoo_warren,1,1
14,messiah,fence,1,1
15,shepherd,beginthebeguine,1,1
16,amothersprayer,myownsweet,1,1
17,sadness,youdbesonice,1,1
18,twilightwaltz,calledlove,1,1
19,motheranddad,nearyou,1,1
20,tonighthesailedagain,iloveyouyesido,1,1
21,thehappywhistler,sanfranciscobrewingad,1,1
22,muehlebachbeersmith,timeformuehlebach,1,1
23,mygodandi,mygodanditwo,1,1
24,rendezvous,idreamed,1,1
25,mizpahshalom,shalom,1,1
26,mojoworkout,gotmymojoworking,1,1
27,sognonostalgico,girlinthedark,1,1
28,hessofine,mysweetlord,1,1
29,jeanniemichele,themeatimetolove,1,1
30,keeponsinging,keeponsingingtwo,1,1
31,letitend,howdeepisyourlove,1,1
32,pourtoi,feelings,1,1
33,uncantoagalicia,bisschenfrieden,1,1
34,lifeisarock,menusong,1,1
35,es,hey,1,1
36,tillyou,phantomoftheopera,1,1
37,greengrassgrows,superstring,2,2
38,whereareyounow,whereareyou,1,1
39,gehtsparkasse,begood,1,1
40,heartbeat,getoveryou,3,3
41,blessees,janine,2,2
42,reich,niveau,1,1
