N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt2,1,1
2,light_myLife,lady_divine_pt3,1,1
3,confessing,starlight,2,2
4,does_anybody,bali,1,1
5,old_eli,someday_prince,1,1
6,whisper_to_me,itallcomes,1,1
7,messiah,fence,1,1
8,shepherd,beginthebeguine,1,1
9,sadness,youdbesonice,1,1
10,twilightwaltz,calledlove,2,2
11,muehlebachbeersmith,timeformuehlebach,1,1
12,mygodandi,mygodanditwo,2,2
13,goodnight,whilewedream,1,1
14,rendezvous,idreamed,1,1
15,mizpahshalom,shalom,1,1
16,evangelimann,mitternachtstango,1,1
17,sognonostalgico,girlinthedark,1,1
18,hessofine,mysweetlord,1,1
19,jeanniemichele,themeatimetolove,1,1
20,dirlada,loopdilove,1,1
21,letitend,howdeepisyourlove,1,1
22,pourtoi,feelings,1,1
23,es,hey,1,1
24,ithinkaboutyou,ithinkaboutyoutwo,1,1
25,whereareyounow,whereareyou,1,1
26,gehtsparkasse,begood,2,2
27,heartbeat,getoveryou,3,3
28,blessees,janine,4,4
