N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,10,10
1,old_eli,someday_prince,13,13
2,prelude,dakota,8,8
3,messiah,fence,13,13
4,sadness,youdbesonice,13,13
5,motheranddad,nearyou,13,13
6,mygodandi,mygodanditwo,1,1
7,sognonostalgico,girlinthedark,3,3
8,hessofine,mysweetlord,1,1
9,keeponsinging,keeponsingingtwo,1,1
10,uncantoagalicia,bisschenfrieden,1,1
11,ithinkaboutyou,ithinkaboutyoutwo,8,8
12,greengrassgrows,superstring,10,10
13,heartbeat,getoveryou,1,1
14,blessees,janine,10,10
