N,Song1,Song2,Cluster_1,Cluster_2
0,lady_love,word_warning,1,1
1,old_eli,someday_prince,3,3
2,prelude,dakota,11,11
3,messiah,fence,1,1
4,shepherd,beginthebeguine,1,1
5,mygodandi,mygodanditwo,10,10
6,mojoworkout,gotmymojoworking,3,3
7,sognonostalgico,girlinthedark,6,6
8,hessofine,mysweetlord,1,1
9,keeponsinging,keeponsingingtwo,1,1
10,dirlada,loopdilove,11,11
11,letitend,howdeepisyourlove,1,1
12,pourtoi,feelings,11,11
13,uncantoagalicia,bisschenfrieden,1,1
14,lifeisarock,menusong,0,0
15,ithinkaboutyou,ithinkaboutyoutwo,11,11
16,greengrassgrows,superstring,0,0
17,heartbeat,getoveryou,10,10
18,blessees,janine,7,7
