N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,3,3
1,prelude,dakota,1,1
2,mygodandi,mygodanditwo,11,11
3,mizpahshalom,shalom,11,11
4,mojoworkout,gotmymojoworking,7,7
5,sognonostalgico,girlinthedark,3,3
6,hessofine,mysweetlord,11,11
7,keeponsinging,keeponsingingtwo,11,11
8,dirlada,loopdilove,8,8
9,letitend,howdeepisyourlove,11,11
10,uncantoagalicia,bisschenfrieden,11,11
11,ithinkaboutyou,ithinkaboutyoutwo,1,1
12,greengrassgrows,superstring,15,15
13,gehtsparkasse,begood,5,5
14,heartbeat,getoveryou,4,4
15,blessees,janine,15,15
16,reich,niveau,6,6
