N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,8,8
1,messiah,fence,1,1
2,shepherd,beginthebeguine,1,1
3,sadness,youdbesonice,4,4
4,mizpahshalom,shalom,1,1
5,mojoworkout,gotmymojoworking,4,4
6,sognonostalgico,girlinthedark,11,11
7,hessofine,mysweetlord,1,1
8,keeponsinging,keeponsingingtwo,1,1
9,dirlada,loopdilove,6,6
10,letitend,howdeepisyourlove,1,1
11,uncantoagalicia,bisschenfrieden,1,1
12,greengrassgrows,superstring,13,13
13,heartbeat,getoveryou,8,8
14,blessees,janine,8,8
15,reich,niveau,1,1
