N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,2,2
1,old_eli,someday_prince,4,4
2,kansas,roses,4,4
3,prelude,dakota,0,0
4,messiah,fence,4,4
5,sadness,youdbesonice,4,4
6,motheranddad,nearyou,4,4
7,mizpahshalom,shalom,4,4
8,mojoworkout,gotmymojoworking,4,4
9,sognonostalgico,girlinthedark,2,2
10,daybyday,themetodayshow,1,1
11,dirlada,loopdilove,0,0
12,letitend,howdeepisyourlove,4,4
13,pourtoi,feelings,0,0
14,ithinkaboutyou,ithinkaboutyoutwo,0,0
15,gehtsparkasse,begood,2,2
16,heartbeat,getoveryou,2,2
17,blessees,janine,2,2
