N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,1,1
1,lady_love,word_warning,0,0
2,does_anybody,bali,0,0
3,old_eli,someday_prince,0,0
4,alla_rancho,el_rancho_anonymous,0,0
5,chatterbox_carew,chatterbox_jerome,0,0
6,kansas,roses,0,0
7,whisper_to_me,itallcomes,0,0
8,kalamazoo_arnstein,kalamazoo_warren,0,0
9,prelude,dakota,0,0
10,vagyok,perhaps,0,0
11,shepherd,beginthebeguine,1,1
12,amothersprayer,myownsweet,1,1
13,twilightwaltz,calledlove,0,0
14,motheranddad,nearyou,1,1
15,goodnight,whilewedream,0,0
16,rendezvous,idreamed,1,1
17,mizpahshalom,shalom,0,0
18,evangelimann,mitternachtstango,0,0
19,mojoworkout,gotmymojoworking,0,0
20,sognonostalgico,girlinthedark,0,0
21,hessofine,mysweetlord,0,0
22,jeanniemichele,themeatimetolove,0,0
23,daybyday,themetodayshow,0,0
24,keeponsinging,keeponsingingtwo,0,0
25,dirlada,loopdilove,1,1
26,pourtoi,feelings,0,0
27,tillyou,phantomoftheopera,0,0
28,ithinkaboutyou,ithinkaboutyoutwo,0,0
29,greengrassgrows,superstring,1,1
30,gehtsparkasse,begood,1,1
31,heartbeat,getoveryou,1,1
32,gumtree,downunder,0,0
33,blessees,janine,1,1
34,reich,niveau,0,0
