N,Song1,Song2,Cluster_1,Cluster_2
0,chatterbox_carew,chatterbox_jerome,14,14
1,kansas,roses,1,1
2,prelude,dakota,1,1
3,amothersprayer,myownsweet,6,6
4,motheranddad,nearyou,6,6
5,goodnight,whilewedream,9,9
6,rendezvous,idreamed,6,6
7,mizpahshalom,shalom,1,1
8,keeponsinging,keeponsingingtwo,2,2
9,dirlada,loopdilove,7,7
10,ithinkaboutyou,ithinkaboutyoutwo,0,0
11,greengrassgrows,superstring,5,5
12,gehtsparkasse,begood,5,5
13,heartbeat,getoveryou,5,5
14,blessees,janine,5,5
15,reich,niveau,2,2
