N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,0,0
1,lady_love,word_warning,2,2
2,alla_rancho,el_rancho_anonymous,3,3
3,kansas,roses,3,3
4,prelude,dakota,2,2
5,shepherd,beginthebeguine,2,2
6,sadness,youdbesonice,3,3
7,mygodandi,mygodanditwo,3,3
8,mojoworkout,gotmymojoworking,3,3
9,hessofine,mysweetlord,2,2
10,keeponsinging,keeponsingingtwo,2,2
11,dirlada,loopdilove,2,2
12,letitend,howdeepisyourlove,2,2
13,uncantoagalicia,bisschenfrieden,2,2
14,lifeisarock,menusong,0,0
15,ithinkaboutyou,ithinkaboutyoutwo,2,2
16,gehtsparkasse,begood,0,0
17,heartbeat,getoveryou,0,0
18,blessees,janine,0,0
19,reich,niveau,2,2
