N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,1,1
1,alla_rancho,el_rancho_anonymous,1,1
2,motheranddad,nearyou,2,2
3,evangelimann,mitternachtstango,2,2
4,hessofine,mysweetlord,1,1
5,dirlada,loopdilove,7,7
6,letitend,howdeepisyourlove,7,7
7,uncantoagalicia,bisschenfrieden,4,4
8,lifeisarock,menusong,8,8
9,ithinkaboutyou,ithinkaboutyoutwo,0,0
10,greengrassgrows,superstring,5,5
11,gehtsparkasse,begood,4,4
12,heartbeat,getoveryou,4,4
13,blessees,janine,4,4
14,reich,niveau,1,1
