N,Song1,Song2,Algo,Embedding,Perc
0,o_gladsome,o_light,MiniBatch1000,300,4.35
1,o_gladsome,o_light,MiniBatch1000,100,1.45
2,o_gladsome,o_light,MiniBatch1000,200,0.0
3,o_gladsome,o_light,MiniBatch1000,50,4.35
4,o_gladsome,o_light,MiniBatch1000,150,2.9
