N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,light_myLife,lady_divine_pt3,0,0
3,confessing,starlight,0,0
4,spider,desert_song,0,0
5,alla_rancho,el_rancho_anonymous,0,0
6,chatterbox_carew,chatterbox_jerome,0,0
7,kansas,roses,0,0
8,kalamazoo_arnstein,kalamazoo_warren,1,1
9,prelude,dakota,0,0
10,vagyok,perhaps,0,0
11,shepherd,beginthebeguine,0,0
12,amothersprayer,myownsweet,0,0
13,motheranddad,nearyou,0,0
14,mizpahshalom,shalom,0,0
15,hessofine,mysweetlord,0,0
16,jeanniemichele,themeatimetolove,0,0
17,daybyday,themetodayshow,0,0
18,letitend,howdeepisyourlove,1,1
19,uncantoagalicia,bisschenfrieden,1,1
20,lifeisarock,menusong,0,0
21,es,hey,0,0
22,tillyou,phantomoftheopera,0,0
23,ithinkaboutyou,ithinkaboutyoutwo,0,0
24,greengrassgrows,superstring,0,0
25,whereareyounow,whereareyou,0,0
26,heartbeat,getoveryou,1,1
27,gumtree,downunder,0,0
