N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt3,0,0
2,confessing,starlight,0,0
3,whisper,wishing_song,3,3
4,spider,desert_song,0,0
5,chatterbox_carew,chatterbox_jerome,3,3
6,kalamazoo_arnstein,kalamazoo_warren,2,2
7,motheranddad,nearyou,3,3
8,thehappywhistler,sanfranciscobrewingad,2,2
9,hessofine,mysweetlord,0,0
10,keeponsinging,keeponsingingtwo,1,1
11,letitend,howdeepisyourlove,2,2
12,uncantoagalicia,bisschenfrieden,2,2
13,es,hey,3,3
14,ithinkaboutyou,ithinkaboutyoutwo,0,0
15,greengrassgrows,superstring,0,0
16,heartbeat,getoveryou,2,2
17,blessees,janine,2,2
