N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,8,8
1,old_eli,someday_prince,5,5
2,prelude,dakota,3,3
3,messiah,fence,5,5
4,shepherd,beginthebeguine,7,7
5,sognonostalgico,girlinthedark,8,8
6,hessofine,mysweetlord,7,7
7,keeponsinging,keeponsingingtwo,7,7
8,dirlada,loopdilove,3,3
9,pourtoi,feelings,3,3
10,uncantoagalicia,bisschenfrieden,7,7
11,lifeisarock,menusong,9,9
12,ithinkaboutyou,ithinkaboutyoutwo,3,3
13,gehtsparkasse,begood,9,9
14,heartbeat,getoveryou,2,2
15,blessees,janine,9,9
