N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,2,2
1,old_eli,someday_prince,1,1
2,kansas,roses,1,1
3,prelude,dakota,3,3
4,messiah,fence,1,1
5,sadness,youdbesonice,1,1
6,motheranddad,nearyou,1,1
7,tonighthesailedagain,iloveyouyesido,0,0
8,mizpahshalom,shalom,1,1
9,mojoworkout,gotmymojoworking,1,1
10,sognonostalgico,girlinthedark,2,2
11,dirlada,loopdilove,3,3
12,pourtoi,feelings,3,3
13,lifeisarock,menusong,2,2
14,ithinkaboutyou,ithinkaboutyoutwo,3,3
15,gehtsparkasse,begood,2,2
16,heartbeat,getoveryou,2,2
17,blessees,janine,2,2
