N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,3,3
1,confessing,starlight,2,2
2,kansas,roses,5,5
3,prelude,dakota,0,0
4,messiah,fence,5,5
5,shepherd,beginthebeguine,5,5
6,sadness,youdbesonice,5,5
7,goodnight,whilewedream,5,5
8,mizpahshalom,shalom,5,5
9,sognonostalgico,girlinthedark,2,2
10,dirlada,loopdilove,0,0
11,letitend,howdeepisyourlove,5,5
12,uncantoagalicia,bisschenfrieden,5,5
13,tillyou,phantomoftheopera,2,2
14,ithinkaboutyou,ithinkaboutyoutwo,0,0
15,greengrassgrows,superstring,3,3
16,gehtsparkasse,begood,3,3
17,heartbeat,getoveryou,3,3
18,blessees,janine,3,3
