N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,2,2
1,lady_love,word_warning,4,4
2,kansas,roses,0,0
3,shepherd,beginthebeguine,4,4
4,sadness,youdbesonice,0,0
5,tonighthesailedagain,iloveyouyesido,3,3
6,rendezvous,idreamed,4,4
7,mizpahshalom,shalom,4,4
8,mojoworkout,gotmymojoworking,0,0
9,hessofine,mysweetlord,4,4
10,keeponsinging,keeponsingingtwo,4,4
11,dirlada,loopdilove,1,1
12,letitend,howdeepisyourlove,4,4
13,uncantoagalicia,bisschenfrieden,4,4
14,lifeisarock,menusong,1,1
15,greengrassgrows,superstring,1,1
16,gehtsparkasse,begood,2,2
17,heartbeat,getoveryou,2,2
18,blessees,janine,1,1
19,reich,niveau,4,4
