N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,2,2
1,whisper_to_me,itallcomes,2,2
2,prelude,dakota,0,0
3,messiah,fence,1,1
4,motheranddad,nearyou,1,1
5,goodnight,whilewedream,1,1
6,mojoworkout,gotmymojoworking,2,2
7,sognonostalgico,girlinthedark,1,1
8,daybyday,themetodayshow,0,0
9,keeponsinging,keeponsingingtwo,2,2
10,dirlada,loopdilove,0,0
11,uncantoagalicia,bisschenfrieden,2,2
12,es,hey,1,1
13,greengrassgrows,superstring,2,2
14,whereareyounow,whereareyou,0,0
15,gehtsparkasse,begood,2,2
16,heartbeat,getoveryou,2,2
17,gumtree,downunder,1,1
18,blessees,janine,2,2
