N,Song1,Song2,Algo,Embedding,Perc
0,pourtoi,feelings,Agglomerative,300,1.45
1,pourtoi,feelings,Agglomerative,100,0.0
2,pourtoi,feelings,Agglomerative,200,5.8
3,pourtoi,feelings,Agglomerative,50,0.0
4,pourtoi,feelings,Agglomerative,150,14.49
