N,Song1,Song2,Algo,Embedding,Perc
0,sognonostalgico,girlinthedark,Agglomerative,300,2.9
1,sognonostalgico,girlinthedark,Agglomerative,100,33.33
2,sognonostalgico,girlinthedark,Agglomerative,200,0.0
3,sognonostalgico,girlinthedark,Agglomerative,50,4.35
4,sognonostalgico,girlinthedark,Agglomerative,150,0.0
