N,Song1,Song2,Algo,Embedding,Perc
0,light_myLife,lady_divine_pt1,Agglomerative,300,0.0
1,light_myLife,lady_divine_pt1,Agglomerative,100,0.0
2,light_myLife,lady_divine_pt1,Agglomerative,200,4.35
3,light_myLife,lady_divine_pt1,Agglomerative,50,5.8
4,light_myLife,lady_divine_pt1,Agglomerative,150,10.14
