N,Song1,Song2,Algo,Embedding,Perc
0,uncantoagalicia,bisschenfrieden,Agglomerative,300,0.0
1,uncantoagalicia,bisschenfrieden,Agglomerative,100,1.45
2,uncantoagalicia,bisschenfrieden,Agglomerative,200,5.8
3,uncantoagalicia,bisschenfrieden,Agglomerative,50,88.41
4,uncantoagalicia,bisschenfrieden,Agglomerative,150,1.45
