N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,1,1
1,light_myLife,lady_divine_pt2,1,1
2,light_myLife,lady_divine_pt3,1,1
3,spider,desert_song,0,0
4,alla_rancho,el_rancho_anonymous,0,0
5,kansas,roses,0,0
6,amothersprayer,myownsweet,0,0
7,muehlebachbeersmith,timeformuehlebach,2,2
8,rendezvous,idreamed,2,2
9,sognonostalgico,girlinthedark,0,0
10,hessofine,mysweetlord,2,2
11,dirlada,loopdilove,1,1
12,lifeisarock,menusong,2,2
13,gehtsparkasse,begood,2,2
14,heartbeat,getoveryou,1,1
