N,Song1,Song2,Algo,Embedding,Perc
0,mizpahshalom,shalom,Agglomerative,300,5.8
1,mizpahshalom,shalom,Agglomerative,100,1.45
2,mizpahshalom,shalom,Agglomerative,200,1.45
3,mizpahshalom,shalom,Agglomerative,50,21.74
4,mizpahshalom,shalom,Agglomerative,150,13.04
