N,Song1,Song2,Algo,Embedding,Perc
0,gehtsparkasse,begood,Agglomerative,300,57.97
1,gehtsparkasse,begood,Agglomerative,100,2.9
2,gehtsparkasse,begood,Agglomerative,200,98.55
3,gehtsparkasse,begood,Agglomerative,50,81.16
4,gehtsparkasse,begood,Agglomerative,150,37.68
