N,Song1,Song2,Algo,Embedding,Perc
0,motheranddad,nearyou,Agglomerative,300,5.8
1,motheranddad,nearyou,Agglomerative,100,2.9
2,motheranddad,nearyou,Agglomerative,200,10.14
3,motheranddad,nearyou,Agglomerative,50,63.77
4,motheranddad,nearyou,Agglomerative,150,10.14
