N,Song1,Song2,Algo,Embedding,Perc
0,greengrassgrows,superstring,Agglomerative,300,98.55
1,greengrassgrows,superstring,Agglomerative,100,39.13
2,greengrassgrows,superstring,Agglomerative,200,98.55
3,greengrassgrows,superstring,Agglomerative,50,98.55
4,greengrassgrows,superstring,Agglomerative,150,98.55
