N,Song1,Song2,Cluster_1,Cluster_2
0,alla_rancho,el_rancho_anonymous,2,2
1,shepherd,beginthebeguine,2,2
2,amothersprayer,myownsweet,0,0
3,sadness,youdbesonice,5,5
4,evangelimann,mitternachtstango,2,2
5,hessofine,mysweetlord,0,0
6,daybyday,themetodayshow,0,0
7,dirlada,loopdilove,1,1
8,letitend,howdeepisyourlove,1,1
9,lifeisarock,menusong,4,4
10,es,hey,2,2
11,whereareyounow,whereareyou,0,0
12,gehtsparkasse,begood,5,5
13,heartbeat,getoveryou,5,5
14,blessees,janine,5,5
15,reich,niveau,0,0
