N,Song1,Song2,Cluster_1,Cluster_2
0,does_anybody,bali,2,2
1,alla_rancho,el_rancho_anonymous,2,2
2,chatterbox_carew,chatterbox_jerome,2,2
3,kansas,roses,2,2
4,whisper_to_me,itallcomes,7,7
5,prelude,dakota,2,2
6,amothersprayer,myownsweet,1,1
7,motheranddad,nearyou,1,1
8,goodnight,whilewedream,2,2
9,rendezvous,idreamed,1,1
10,mizpahshalom,shalom,2,2
11,evangelimann,mitternachtstango,7,7
12,dirlada,loopdilove,7,7
13,uncantoagalicia,bisschenfrieden,7,7
14,tillyou,phantomoftheopera,7,7
15,ithinkaboutyou,ithinkaboutyoutwo,7,7
16,greengrassgrows,superstring,4,4
17,whereareyounow,whereareyou,7,7
18,heartbeat,getoveryou,3,3
19,gumtree,downunder,2,2
20,blessees,janine,6,6
21,reich,niveau,7,7
