N,Song1,Song2,Cluster_1,Cluster_2
0,confessing,starlight,4,4
1,old_eli,someday_prince,3,3
2,alla_rancho,el_rancho_anonymous,0,0
3,whisper_to_me,itallcomes,3,3
4,prelude,dakota,2,2
5,shepherd,beginthebeguine,1,1
6,twilightwaltz,calledlove,4,4
7,mygodandi,mygodanditwo,0,0
8,hessofine,mysweetlord,3,3
9,letitend,howdeepisyourlove,3,3
10,uncantoagalicia,bisschenfrieden,4,4
11,greengrassgrows,superstring,2,2
12,whereareyounow,whereareyou,5,5
13,heartbeat,getoveryou,2,2
14,blessees,janine,2,2
