N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt2,1,1
1,light_myLife,lady_divine_pt3,1,1
2,confessing,starlight,0,0
3,does_anybody,bali,0,0
4,spider,desert_song,0,0
5,kansas,roses,0,0
6,whisper_to_me,itallcomes,0,0
7,vagyok,perhaps,1,1
8,shepherd,beginthebeguine,1,1
9,twilightwaltz,calledlove,0,0
10,mygodandi,mygodanditwo,0,0
11,rendezvous,idreamed,0,0
12,mojoworkout,gotmymojoworking,0,0
13,sognonostalgico,girlinthedark,0,0
14,hessofine,mysweetlord,0,0
15,daybyday,themetodayshow,1,1
16,dirlada,loopdilove,1,1
17,letitend,howdeepisyourlove,0,0
18,uncantoagalicia,bisschenfrieden,0,0
19,es,hey,1,1
20,tillyou,phantomoftheopera,0,0
21,ithinkaboutyou,ithinkaboutyoutwo,1,1
22,greengrassgrows,superstring,1,1
23,gehtsparkasse,begood,0,0
24,heartbeat,getoveryou,1,1
25,blessees,janine,1,1
